ID,Edad,Sexo,NED,NumBancos,NumFinanc,TDSR,C6M,AumDeu,PI,Cont,Vigen,Ingreso,Default
17648,40,M,TT,2,2,9.99,2B,0.1177,0,346764,228566.8553,99787.08347,B
17649,45,M,TNT,2,2,3.88,1C,0.1095,0,437952,73749.77193,127486.3836,B
17650,43,M,SNT,3,2,40.38,1C,0.0158,0,320889,299450.1401,24645.76515,M
17651,37,M,TT,3,1,15.45,2B,0.0682,0,234127,192862.756,33060.21735,B
17652,43,M,TT,2,0,4.86,3,0.0835,0,131704,705559.5179,239811.6862,B
17653,44,M,SNT,2,3,6.83,2A,0.2234,0,123314,612270.6029,38260.74269,M
17654,53,F,SNT,3,2,25.47,1A,0.1978,0,298051,83040.48707,57116.43055,B
17655,26,M,TNT,2,0,49.82,1C,0.0825,0,64636,270230.693,63222.28678,B
17656,61,M,TNT,1,0,15.42,1C,0.0774,0,106738,36231.18137,263254.0549,B
17657,31,M,TNT,0,0,23.68,1A,0.1992,0,132020,93224.35538,35286.66639,M
17658,60,M,ST,1,0,10.19,1C,0.0902,0,132933,740189.5243,68668.71774,B
17659,51,F,TT,2,1,26.53,1C,-0.0816,0,186332,304414.2533,142676.9698,B
17660,31,F,TT,2,1,11.39,1A,0.2364,0,158217,470851.7986,51632.8377,B
17661,60,M,TT,1,1,4.5,2A,0.0433,0,73917,180239.9528,199196.0124,B
17662,42,M,TT,1,0,9.58,1C,0.018,0,270592,203645.772,156484.1554,B
17663,53,M,TT,2,0,78.53,4,-0.0628,1,155584,16762.19594,175776.9475,B
17664,26,M,TNT,0,0,2.69,1C,0.1705,0,256599,185121.7647,47648.45387,B
17665,38,M,ST,0,3,7.97,4,0.0867,0,294768,509356.7038,31707.17156,M
17666,36,M,TT,0,2,467.01,2B,0.1109,1,333556,542744.0709,74392.72897,M
17667,41,M,TNT,2,0,13.85,2B,0.119,0,627601,128221.1924,71874.47986,B
17668,35,M,TNT,2,2,5.42,1C,0.1965,0,151574,226855.796,50665.05753,B
17669,51,M,TNT,0,1,30.23,3,0.0601,0,557722,45297.82075,76864.09249,M
17670,39,M,SNT,3,2,8.88,1C,0.1519,0,80146,329930.1704,24855.93788,B
17671,24,M,TNT,2,1,6.17,2A,0.12,0,587258,361334.9451,25754.28514,M
17672,40,F,ST,2,3,37.44,5,0.126,0,1136276,155933.6793,44806.07806,M
17673,27,M,PT,2,0,38.41,1C,-0.1461,0,224320,174057.3866,19684.66237,M
17674,33,M,SNT,1,3,3.28,1C,0.1406,0,68858,408484.222,22054.19635,M
17675,47,M,TNT,1,1,5.94,1C,-0.1145,0,144159,244034.0763,119467.7499,B
17676,38,F,ST,2,0,4.16,2B,-0.0439,0,255929,149324.6353,37020.58241,B
17677,36,M,TNT,1,1,5.86,3,0.0269,0,509534,154654.6385,87774.68374,M
17678,38,M,TNT,2,0,18.42,1C,-0.1517,0,59615,102352.0716,46133.37796,B
17679,23,M,TNT,2,2,21.57,1C,-0.0142,0,80966,128823.3815,25339.99751,B
17680,37,M,TT,2,2,18.05,1C,0.1382,0,671894,1000945.952,41498.18149,B
17681,44,M,TNT,2,0,17.15,2A,0.1024,0,173717,264619.5788,58645.31315,M
17682,48,F,TNT,0,2,11.37,1C,-0.1277,0,227921,430541.874,115682.7774,B
17683,34,F,PT,1,0,7,1C,0.0861,0,185062,6231.51363,25390.00586,B
17684,40,M,ST,3,1,25.65,1C,-0.0578,0,50438,65799.11846,39757.86457,B
17685,37,F,TT,2,0,29.92,1C,-5.00E-04,0,321500,355166.2025,94634.99746,B
17686,41,M,ST,1,1,11.95,2B,0.0967,0,211618,203267.3523,30068.69061,M
17687,51,M,PT,2,2,39.26,1A,0.111,0,99632,94604.36096,48318.39708,M
17688,39,M,TT,2,0,12.33,1C,0.1541,0,76099,45909.74919,118161.5119,B
17689,44,M,SNT,2,0,4.2,1A,0.1496,0,102766,23765.26534,38101.96774,M
17690,38,F,TT,0,1,42.41,4,-0.0067,0,156231,577574.5602,203905.0972,M
17691,38,M,TT,3,3,60.54,2A,0.074,0,328865,38563.53098,108352.4304,B
17692,39,M,TT,3,0,10.85,1C,0.0684,0,50144,325664.1581,73059.65781,B
17693,48,F,TT,2,1,4.67,1A,-0.0594,0,128486,63953.87987,263114.2949,B
17694,38,M,ST,2,0,47.61,1C,0.2725,0,204677,1080648.867,32766.20209,B
17695,44,M,TT,2,0,2.35,1C,-0.1079,0,116287,643378.0004,195945.5088,B
17696,44,M,TT,1,2,214.21,1C,-0.0772,0,95230,489182.4176,223625.318,B
17697,39,F,ST,2,0,27.11,1C,-0.1375,0,115175,781871.6959,53553.60069,B
17698,37,M,TT,2,2,134.09,2B,-0.2808,0,400956,143046.6326,151562.8255,M
17699,41,M,SNT,4,3,6.03,1A,-0.0229,0,19534,66421.87333,53078.0674,B
17700,60,F,PT,2,0,51.19,5,0.0214,1,346100,390271.8969,65288.40335,M
17701,50,F,TNT,2,1,139.04,1C,-0.1059,0,148682,107377.2584,108359.1521,B
17702,28,F,SNT,3,1,14.31,1C,0.0821,0,161167,99430.66822,24423.59862,B
17703,62,M,SNT,2,2,25.59,5,0.1022,0,302718,179490.0691,65938.7264,M
17704,36,M,TNT,2,0,6.29,1C,0.1671,0,131832,730427.566,71706.44509,B
17705,49,F,ST,2,0,6.93,1C,0.0841,1,304179,159021.0263,60859.22844,B
17706,41,M,SNT,0,1,55.43,2A,0.1183,0,154499,34612.5553,25373.61105,M
17707,31,M,ST,0,1,47.19,5,0.0935,0,308104,95897.10191,35749.87354,M
17708,32,M,PNT,1,0,26.2,4,-0.0515,0,351634,690957.1666,22484.68312,M
17709,48,F,TNT,2,3,21.95,1A,-4.00E-04,0,131691,527649.6209,147482.5584,B
17710,50,M,TT,3,2,15.25,5,0.0137,0,19161,287309.5734,132152.5412,B
17711,42,M,TNT,2,1,63.64,1C,0.1891,0,39847,568119.4932,49933.19357,B
17712,57,M,ST,4,1,10.85,1C,-0.0217,0,218466,145104.6838,117441.117,B
17713,48,F,ST,2,2,15.2,3,0.1101,0,130061,374288.4358,33387.22786,M
17714,41,M,ST,2,0,49.25,5,-0.0053,0,420429,433281.9854,201183.2136,B
17715,41,F,ST,3,2,1.71,3,-0.0859,1,620050,6580.312244,31720.35733,B
17716,35,M,TNT,1,1,11.08,3,0.116,0,82931,451502.704,76469.00017,M
17717,38,M,SNT,1,0,2.1,1C,0.0626,0,125445,273659.278,22814.0662,B
17718,46,F,PT,2,2,20.24,1C,0.0636,0,263636,143496.1327,34101.08691,M
17719,52,M,TNT,1,0,80.93,1A,0.0369,0,294295,243215.3517,85249.61443,B
17720,39,F,ST,0,0,278.21,1C,-3.00E-04,1,55760,538976.8099,53812.6178,B
17721,44,M,ST,2,0,10.57,1C,-0.0373,0,399948,26711.50263,33791.34275,B
17722,48,M,ST,0,1,38.35,1C,0.0442,0,92568,164368.4688,56649.37021,B
17723,30,M,TNT,2,3,7.19,1A,0.0579,0,85120,77358.7158,41611.27119,B
17724,42,M,ST,1,1,15.06,1C,-0.0561,0,64383,214486.2384,24792.3612,B
17725,50,M,TT,3,2,13.54,1C,0.0842,1,669383,31965.7558,161648.7481,B
17726,47,M,TNT,2,1,9.42,1A,-0.0189,0,214476,76455.43952,98134.25,B
17727,33,M,TT,1,1,59.52,1C,-0.0332,0,320089,95654.34711,94249.41054,B
17728,38,M,TT,2,3,70.69,2B,0.0188,0,154555,591490.3587,82213.387,M
17729,43,M,SNT,2,0,12.14,1C,-0.0574,0,630449,177780.932,47227.61352,B
17730,58,M,TT,2,1,27.11,1A,-0.0915,0,83113,118655.6832,146711.8587,B
17731,46,M,TNT,3,0,164.7,1C,0.0975,1,376259,324560.6569,72689.66681,B
17732,54,M,TT,2,3,22.51,3,0.0422,0,177092,130576.9971,46367.32697,B
17733,27,M,TT,2,0,16.38,1C,0.0381,1,97477,332968.7668,54881.71755,B
17734,28,F,TNT,3,1,23.05,1C,0.046,0,108727,27849.56587,41039.38001,B
17735,40,M,TT,0,0,11.97,2B,-0.0214,0,247431,472658.8431,98965.69474,B
17736,40,M,ST,2,0,42.79,1C,0.0547,0,72785,287997.5784,50793.84516,M
17737,45,M,TNT,0,0,6.61,1A,0.2261,0,167343,81229.67338,100109.7081,B
17738,35,M,TT,2,0,53.63,2B,0.2668,0,279180,268538.3636,156060.2454,M
17739,60,F,ST,2,2,3.93,1C,0.2628,0,114374,267828.2715,153312.591,B
17740,44,F,TNT,1,1,3.26,1C,-0.0998,0,567615,211122.1562,56528.16575,B
17741,53,M,TNT,0,3,23,1C,0.1097,1,13466,271199.9345,169465.5179,B
17742,52,F,TT,2,2,19.19,5,-0.0339,0,326573,295091.8967,214487.385,B
17743,62,F,ST,3,0,123.12,3,-0.2052,0,104641,422106.7262,99937.42832,B
17744,39,M,TT,2,2,69.34,1C,0.2176,0,56547,117202.7589,75607.02612,B
17745,21,M,TT,3,1,83.61,2B,0.0089,0,377755,147762.4473,31342.68644,M
17746,38,F,TNT,0,0,17.25,1C,0.1378,0,19440,740439.4731,70257.89414,B
17747,24,F,TNT,0,1,87.98,4,0.0926,0,167015,490192.5587,40122.86584,M
17748,28,M,ST,2,2,35.87,1C,-0.1026,0,63794,73740.96628,22259.37562,B
17749,50,F,SNT,3,0,6.27,1A,-0.2175,0,631886,573701.9593,62243.99644,B
17750,47,M,TT,0,0,3.89,1C,0.02,0,107377,258020.8929,265014.8294,B
17751,56,F,PT,1,2,35.03,1C,0.0844,0,693041,303138.2294,28671.13579,M
17752,57,M,TNT,0,0,18.75,2B,0.1299,0,289750,244608.2913,91700.05809,M
17753,25,M,TNT,2,0,6.17,1C,0.0673,0,381568,144395.3273,23021.36631,M
17754,37,M,SNT,2,0,36.71,1C,-0.0462,0,80342,707868.2469,38852.74989,B
17755,40,M,TNT,2,0,15.32,1C,-0.0186,0,36806,562600.9246,94228.82945,B
17756,47,M,SNT,2,2,103.82,1C,0.0243,0,137776,168973.8042,51084.44575,M
17757,41,M,SNT,0,2,27.82,5,0.0729,1,234069,813960.0484,29564.30245,M
17758,35,M,TNT,2,1,12.79,1A,-0.1203,0,74688,537644.6134,124327.5911,B
17759,37,M,TT,2,1,26.56,2B,-0.0068,0,450049,373496.8287,95618.82568,B
17760,34,M,TT,2,0,24.49,1A,0.1557,0,443543,98987.40322,54822.43211,B
17761,55,F,TNT,1,2,85.41,2B,-3.00E-04,0,108900,235007.9087,88399.26486,B
17762,41,F,TNT,4,2,4.2,1A,0.0397,1,152867,508610.32,56476.20598,B
17763,49,M,ST,2,1,28.2,1C,0.0881,0,238263,722791.5216,51958.69019,B
17764,39,M,ST,3,0,6.79,1A,-0.0899,0,107944,222592.3621,43284.72574,B
17765,31,F,TNT,0,2,5.57,1C,0.1497,0,183691,65420.65613,54939.90963,M
17766,34,M,ST,1,2,28.43,1C,0.3296,0,171243,589346.894,87047.97377,B
17767,42,M,TNT,2,1,3.33,3,0.1045,0,47787,260869.265,98153.07368,B
17768,46,M,TNT,3,2,10.12,1C,0.1729,0,31744,248078.8385,63118.66909,B
17769,45,M,SNT,2,3,31.32,1C,-0.0571,0,92718,30494.13131,42048.41491,M
17770,43,M,TT,2,0,3.97,1A,0.0484,0,6892,300494.7912,60285.09262,B
17771,42,F,TNT,1,1,44.02,1C,0.022,0,122555,261515.8037,126420.9197,B
17772,47,M,TT,3,0,1.4,1C,0.0273,1,225897,111013.8394,108988.0791,B
17773,37,M,ST,0,0,35.71,1C,-0.0335,1,599147,85676.66227,46003.67269,B
17774,46,F,ST,2,0,23.01,1A,0.0374,0,398910,436082.6627,45081.34889,M
17775,63,M,TT,1,0,20.87,1C,0.0924,0,140680,793651.4304,281810.6958,B
17776,39,M,TNT,0,1,28.94,1C,-0.0017,0,327305,12514.64453,68754.07359,B
17777,46,M,TT,2,0,304.51,1A,0.043,1,328438,489297.9527,102255.8262,B
17778,32,M,ST,4,0,20.31,1C,-0.0039,1,509076,49875.61225,23845.61297,B
17779,58,M,SNT,2,3,15.6,1C,-0.0105,0,5248,148927.951,139781.0303,B
17780,27,F,TT,0,0,133.5,1C,0.1838,0,73059,218727.2312,75594.13395,B
17781,43,M,TT,0,3,62.96,2B,0.023,1,191512,46535.04917,101744.0541,B
17782,29,F,TNT,0,2,16.54,1C,-0.0778,1,83637,658617.117,50582.98812,B
17783,53,M,TNT,2,2,28.63,1C,-0.0839,0,378030,292421.0286,62816.47876,B
17784,47,M,TNT,2,2,10.92,1C,0.1038,0,68332,76382.92319,90800.21281,B
17785,45,F,TT,4,2,26.41,1C,0.0407,0,171208,48859.31258,81917.93754,B
17786,44,F,SNT,1,2,7.29,1C,-0.1555,0,125252,182851.5694,23041.57944,B
17787,21,F,TT,0,2,35.72,3,0.119,0,132963,268940.7318,49071.69925,M
17788,44,M,TNT,2,2,17.2,4,0.0843,0,370663,123440.2389,89093.57708,B
17789,34,M,ST,0,3,50.15,1C,-0.0819,0,34903,52275.58776,35593.76787,M
17790,27,M,TT,0,3,25.55,4,0.0332,0,81463,1439231.517,29628.24651,M
17791,52,M,TT,2,1,83.51,1C,0.0208,0,73494,1298514.017,127033.561,B
17792,26,F,SNT,2,0,113.38,1A,0.0262,0,332102,1035790.591,23411.73025,M
17793,31,M,SNT,3,0,8.83,1C,0.0582,0,606404,834434.0445,37591.76434,B
17794,23,F,SNT,3,3,16.19,4,-0.0192,0,149597,131542.0132,25501.06082,M
17795,39,F,TT,2,1,8.9,1C,-0.1797,0,308688,200912.2172,85417.81823,B
17796,47,M,TT,2,0,7.59,1C,0.019,0,373873,66196.29958,161343.395,B
17797,44,M,ST,1,1,40.66,2B,0.0041,0,246808,18432.68779,41298.43203,M
17798,48,M,TT,2,2,4.05,1C,0.1502,1,34317,144817.9968,154748.6277,B
17799,55,F,ST,3,2,27.47,1C,-0.0461,0,99632,21565.15007,73340.38488,B
17800,36,F,SNT,1,0,50.24,2A,-0.1316,0,6918,15425.01378,32346.56155,M
17801,41,M,TT,1,1,16.71,1C,-0.0308,0,214358,118219.8799,133610.4533,B
17802,39,M,TNT,0,0,26.22,3,-0.0049,0,369764,137140.212,92623.09213,M
17803,44,F,TNT,2,0,5.66,1C,0.0258,0,308476,383967.9844,110950.8647,B
17804,55,M,TT,0,2,67.24,1C,-0.1574,0,45542,546986.2335,149488.8696,B
17805,44,M,ST,2,1,12.5,2A,0.0587,0,395364,437603.2178,44320.05553,M
17806,27,F,TT,2,2,12.45,1C,0.1051,0,455901,494051.4143,37383.442,B
17807,41,M,ST,0,1,18.96,1C,-0.0951,0,159544,176259.4671,51149.09302,B
17808,46,M,PT,2,1,10.28,1C,0.015,0,158187,224828.6223,22251.52849,B
17809,51,M,PT,3,2,11.65,1C,-0.0309,0,172009,292370.1897,29131.96159,B
17810,34,M,TT,2,1,48.38,4,-0.0836,0,122626,107560.7914,42131.58419,M
17811,52,M,TT,3,0,32.11,3,-0.2587,0,188026,459920.2018,234518.1566,B
17812,37,F,SNT,0,3,28.98,1C,0.0852,0,105753,882552.9078,22349.7311,B
17813,33,M,TT,2,3,42.4,1C,0.1799,0,256381,613525.9767,173785.8263,B
17814,48,F,TNT,2,1,54.58,2B,0.1158,1,878891,340032.6084,74061.43187,B
17815,41,M,TT,2,3,34.33,1C,0.3174,0,39952,499180.3356,48068.41053,B
17816,45,M,TNT,0,2,16.16,1C,0.1627,1,195955,847319.4521,61371.36247,B
17817,34,F,ST,0,1,19.87,1C,-0.1159,0,207997,204677.7907,26907.43263,B
17818,25,M,TT,0,2,59.02,1C,-0.0947,0,47845,1223801.393,35386.39314,B
17819,33,F,ST,3,0,93.53,1C,0.0944,0,330351,372438.5149,34332.29385,B
17820,47,M,TT,2,2,58.83,4,0.0298,0,31481,155322.627,157134.9269,B
17821,46,F,ST,1,0,13.87,1C,0.0527,0,305653,181980.6818,63462.18244,B
17822,50,M,TT,1,0,9.39,4,0.0044,1,159044,69425.6051,109525.8386,B
17823,48,F,TT,2,0,26.72,2A,0.0995,0,179062,128400.3602,379781.9174,B
17824,25,M,ST,2,1,6.48,1C,-0.0158,1,126285,24978.20064,24933.59211,B
17825,49,M,TNT,2,1,73.97,3,-0.0464,1,57958,362116.8119,110297.3753,B
17826,62,F,TT,3,0,176.48,2B,-0.0394,0,213024,574036.0094,688110.908,B
17827,26,M,ST,1,2,5.06,1C,0.2217,0,589103,91177.79604,25185.98428,M
17828,44,M,TT,2,1,8.8,1A,0.0454,0,341356,97004.29403,94297.31002,B
17829,41,M,SNT,0,1,3.59,2B,-0.0769,0,70891,233670.7764,46203.99,M
17830,27,M,TT,2,2,9.9,1A,-0.1185,0,205919,718477.9404,49316.24556,B
17831,37,F,ST,1,0,6.74,1C,0.0396,1,420129,374662.3184,49967.50523,B
17832,51,M,ST,3,0,3.79,5,0.0774,1,44206,136202.3322,98552.33499,B
17833,47,M,SNT,0,0,13.42,2A,0.0358,0,338785,226123.2879,79828.58228,M
17834,49,F,ST,0,1,15,1C,-0.0634,0,764337,26511.74319,84731.6056,B
17835,43,M,ST,4,1,237.63,1C,0.1676,0,103590,137198.3819,38842.75666,M
17836,48,M,SNT,2,0,60.25,1C,-0.0355,1,247703,1013846.448,33976.10615,B
17837,52,M,SNT,3,1,17.02,1C,-0.0282,0,652189,423901.1189,29248.77919,B
17838,41,M,SNT,2,1,57.24,1C,0.0465,0,226527,226817.607,28425.11446,M
17839,42,M,ST,2,3,17.86,1C,0.015,0,350415,107665.9738,37556.51135,B
17840,24,M,TT,1,1,11.19,1C,0.1163,0,49941,191419.1809,59167.88127,B
17841,24,F,TT,1,2,84.39,3,0.0883,0,48910,347014.3788,34996.38786,B
17842,38,M,PNT,0,3,28.59,1C,0.0345,0,83843,235387.9375,21638.76544,M
17843,46,M,SNT,0,2,65.78,5,0.0856,0,180772,424603.6773,38783.47495,M
17844,47,M,TT,2,0,89.36,1C,0.0149,0,15066,1259065.952,160528.7959,B
17845,37,M,ST,0,3,15.41,1A,0.0431,0,166407,251529.2315,55806.60065,B
17846,50,M,SNT,0,1,11.42,2B,0.0264,0,490685,857111.3445,29033.14364,M
17847,60,M,TT,0,0,15.66,1C,-0.103,0,207169,148421.0722,255454.6845,B
17848,40,M,ST,2,2,13.17,3,0.0681,0,264393,559090.4332,37505.92277,B
17849,46,F,TNT,3,3,36.5,1C,0.0318,0,55304,801435.9236,76907.02248,B
17850,50,M,TNT,2,1,37.37,1C,0.0999,0,35428,182073.3855,92258.90353,B
17851,38,M,TT,1,1,27.24,1C,0.0616,0,116652,247782.5681,201378.1419,B
17852,33,F,ST,0,3,5.08,1C,0.0944,0,64983,266686.9265,51806.10725,M
17853,53,M,TT,2,2,53.43,1A,-0.0374,0,80748,74523.59633,111227.4567,B
17854,23,M,TNT,0,0,13.82,1C,-0.0663,0,115383,495022.6024,54159.14401,B
17855,33,M,ST,2,2,113.34,2B,-0.0463,0,250175,335653.1703,33049.14613,M
17856,29,F,ST,3,3,9.98,1C,-0.0412,0,183059,417332.3053,50654.81336,B
17857,39,M,TNT,3,0,51,1C,-0.0119,0,190873,424451.4784,79315.43874,B
17858,63,F,TNT,2,0,35.03,1C,-0.0381,0,122472,130969.1606,338566.6288,B
17859,48,M,SNT,2,0,14.18,1C,0.1448,0,198713,217637.8584,35365.19213,B
17860,50,F,TT,2,3,74.03,1C,0.004,0,349472,162047.2105,121213.2757,B
17861,54,M,TT,3,3,7.05,2A,0.0595,0,642181,772297.27,309443.6889,B
17862,21,M,TNT,0,3,121.65,5,0.1148,0,365837,33606.02657,28864.82472,M
17863,45,M,ST,0,0,16.57,1C,0.1313,0,148523,489957.9452,66508.98918,B
17864,52,M,ST,2,2,14.44,1A,-0.0921,0,48039,43089.0278,97854.98728,B
17865,23,M,PT,4,1,57.2,1C,-0.086,0,119744,541966.8157,18224.15494,B
17866,46,M,PT,3,2,19.36,1C,-0.0787,0,118549,200830.0677,25947.09884,B
17867,54,F,TT,0,0,10.8,4,0.0898,0,154021,848088.9921,65921.1471,M
17868,32,M,PNT,3,2,8.4,2B,0.0952,1,789379,348009.6261,24901.69649,B
17869,27,M,SNT,3,1,28.17,1C,0.1989,0,69332,73857.68102,27371.66485,B
17870,45,F,TT,0,0,35.56,5,0.0955,0,297207,271872.9255,70636.58569,B
17871,21,M,TNT,2,1,58.96,1C,0.0386,0,212282,136109.8402,37879.88357,B
17872,39,M,PNT,3,2,1.48,1C,0.08,0,303132,125925.6531,16999.55581,B
17873,53,M,TT,3,3,17.97,1A,-0.0705,0,185059,45663.90672,153861.2863,B
17874,33,M,SNT,0,2,62.04,1C,0.1809,0,448097,9450.53635,25735.80932,M
17875,32,F,TNT,2,1,17.08,1C,0.0046,0,318024,58240.85718,32638.30084,B
17876,36,F,TT,1,2,9.31,4,-0.112,0,47664,162834.815,60141.29345,B
17877,30,M,TNT,2,1,44.55,1A,0.1335,0,37324,212343.4629,56964.95158,B
17878,46,F,TNT,3,0,11,4,-0.1963,0,272086,146037.8649,86607.21264,B
17879,50,M,TNT,0,3,16.87,1C,0.0231,0,417595,155435.4664,105165.3207,B
17880,47,M,TNT,1,2,21.18,5,0.085,0,122627,1202994.678,124602.536,M
17881,51,M,ST,2,0,3.43,1C,0.1471,0,281194,284564.5623,65900.82409,B
17882,34,F,ST,1,2,48.12,1C,-0.0734,1,351913,247239.6731,26110.74687,B
17883,48,M,TT,0,2,76.95,3,0.2035,0,61189,168219.1142,60841.59198,M
17884,22,F,ST,2,0,6.49,2B,0.1184,1,62686,95700.47187,21282.36516,B
17885,63,M,TT,0,0,4.64,1C,-0.0174,0,2257,463349.8865,151169.1763,B
17886,48,M,TNT,2,3,9.61,2A,-0.0464,0,209648,976307.8899,234731.9572,B
17887,55,M,TT,2,0,63.08,1A,0.208,0,454075,521197.8886,162449.0987,B
17888,55,F,SNT,2,1,14.18,5,-0.0325,0,315529,10864.76298,45352.31312,M
17889,30,M,TNT,1,1,87.91,1C,0.17,0,127409,426771.165,63416.12822,M
17890,57,M,SNT,3,3,28.78,1C,-0.0068,0,165154,587285.5399,103781.515,B
17891,52,F,ST,2,1,19.27,1C,-0.1197,0,24240,206836.9889,61330.83882,B
17892,57,M,ST,3,1,31.15,1C,0.0482,1,175649,217907.2109,129698.0379,B
17893,45,M,ST,2,2,59.16,1A,-0.0142,1,115105,565388.1816,40675.37114,B
17894,40,M,TT,2,2,5.56,3,-0.0781,1,65908,379598.6747,62599.95075,B
17895,32,M,ST,1,0,19.87,1C,-0.01,0,177915,708770.6485,25538.96759,B
17896,31,M,ST,2,2,13.36,2A,-0.0155,0,205383,656257.9757,28053.2756,M
17897,51,F,TT,4,1,10.2,2B,0.0454,0,10281,1580740.843,94342.86616,B
17898,39,M,TT,2,0,591.05,2A,-0.085,0,378320,251515.2066,61807.92659,M
17899,44,M,TNT,3,1,23.64,2B,0.1015,0,376570,7540.82923,135799.3624,B
17900,54,M,TT,3,0,46.82,3,0.0214,0,82942,830838.0251,181910.3902,B
17901,31,M,SNT,2,1,9.92,4,0.1207,0,407311,42296.25293,36045.20637,M
17902,60,F,ST,2,0,57.11,1C,0.0545,0,342842,325207.6231,119320.3977,B
17903,59,F,SNT,1,0,111.64,3,-0.0113,0,74379,692658.727,62400.25593,M
17904,50,F,ST,0,0,85.54,5,0.0778,0,17129,749988.5905,47774.63892,M
17905,50,F,TNT,2,1,74.05,1C,0.0233,0,30480,280307.5445,93192.18836,B
17906,49,M,ST,2,1,36.6,1A,0.2469,0,305075,598855.1829,76876.08546,B
17907,49,F,TNT,2,2,10.25,1C,0.0038,1,231204,188593.428,85564.34514,B
17908,35,M,SNT,2,0,29.76,1C,0.0241,0,49952,22520.46922,32094.24251,M
17909,53,F,ST,0,1,19.22,1C,0.0946,0,338022,522935.299,42555.79979,B
17910,43,M,TNT,0,1,7.68,1C,0.0564,0,419092,30014.93227,107138.1767,B
17911,38,M,TNT,0,0,15.08,1C,-0.1331,0,272371,441692.4742,75746.57216,B
17912,27,M,SNT,0,0,44.84,1A,0.0457,0,333989,486997.5402,28486.5371,M
17913,31,F,PT,3,1,16.63,1C,-0.0706,0,343664,47285.05129,28475.47696,B
17914,54,M,ST,0,0,13.75,3,0.176,0,128294,252031.9093,100649.0552,M
17915,48,M,TT,3,3,14.78,1C,0.0118,0,134551,474700.6469,90906.69861,B
17916,32,M,TT,0,1,5.89,1C,-0.0728,0,25194,429315.7909,72419.6993,B
17917,43,F,ST,2,3,122.3,1C,0.0473,0,81841,97804.71925,33331.71923,B
17918,31,M,TNT,2,3,28.04,1C,-0.0575,0,42407,127817.9163,31975.80622,B
17919,38,F,TT,1,1,31.41,1C,0.0943,0,347479,110689.7193,125504.0111,B
17920,40,M,TT,3,1,13.51,1C,0.0749,0,122753,397608.259,219381.6827,B
17921,48,F,SNT,2,3,135.15,1C,0.0442,0,161203,590277.0654,103518.9546,M
17922,36,M,SNT,1,0,12.24,1A,0.0699,0,81025,127601.478,19166.76692,M
17923,53,F,TT,0,1,119.19,3,-0.0156,1,426058,79906.26693,99463.53189,B
17924,36,M,PNT,4,0,39.78,1C,-0.0154,0,39818,95434.29423,24137.19598,B
17925,46,F,TT,3,2,46.58,1C,0.1104,0,48135,151024.3622,73466.096,B
17926,32,M,TT,3,1,84.34,1A,-0.0607,1,549225,302638.0413,51080.07977,B
17927,40,M,ST,0,0,9.44,1C,0.1175,0,158549,142670.6159,37842.86069,B
17928,52,M,SNT,2,0,11.79,2B,0.1372,0,98052,155398.7125,66084.37749,M
17929,41,F,TT,3,3,110.53,1C,0.0611,0,77631,221482.0805,111049.6947,B
17930,45,M,ST,0,1,25.04,1C,0.0373,0,250865,324971.2821,55985.86471,B
17931,59,M,PT,2,0,14.15,2A,0.1164,0,313586,297212.7762,50198.58714,B
17932,39,M,SNT,2,3,42.55,4,0.0782,0,149403,263308.6562,36856.2315,M
17933,64,M,SNT,2,1,13.35,4,0.0979,0,304840,264491.4216,61087.00418,M
17934,44,M,TT,0,3,6.83,1C,0.0032,0,338362,616599.443,184828.1638,B
17935,53,F,ST,1,0,13.4,1C,0.002,0,14106,683525.8799,37124.52433,B
17936,46,F,TT,3,1,32.15,1C,-0.0338,0,416286,392069.7016,304080.6932,B
17937,45,M,PT,2,1,60.05,3,-0.1108,0,240548,1394592.381,28079.23977,M
17938,36,M,TNT,0,2,3.53,4,-0.0137,1,688146,630608.7614,28398.1774,M
17939,53,M,ST,1,3,14.15,1C,-0.0913,0,30866,793538.3607,88844.30261,B
17940,54,M,TT,2,2,25.93,3,-0.1418,0,200964,246303.2096,249388.6645,B
17941,41,F,TNT,0,0,6.95,1A,0.1511,1,141298,248413.9624,86892.48962,B
17942,40,M,ST,2,0,130.4,2B,0.0051,0,157087,43310.21795,79637.45485,M
17943,52,M,SNT,2,3,32.09,5,0.1572,0,554595,215763.7566,73785.69237,M
17944,40,M,TT,2,1,15.52,1C,0.0742,0,174503,311519.6757,141687.1947,B
17945,37,F,PT,2,2,7.9,2B,-0.0634,0,160306,562369.8653,27698.54612,M
17946,61,M,TT,0,1,27.46,2B,0.1066,0,248918,654885.7914,174359.8749,B
17947,31,F,ST,0,2,11.58,3,0.0742,0,24150,411288.2996,30597.64877,M
17948,50,F,ST,1,1,13.84,5,-0.019,0,576089,166882.8958,57907.19941,M
17949,25,F,PNT,2,0,25.53,1C,0.1389,1,896525,834864.7879,18040.21654,M
17950,46,M,SNT,3,1,89.05,1C,0.0459,0,650261,250857.5184,54030.11692,M
17951,29,M,ST,2,0,5.93,2B,-0.0313,0,81060,561261.6056,21633.2991,M
17952,59,M,ST,2,0,39.48,2A,0.0901,0,157011,138660.4958,82191.05633,B
17953,46,M,TNT,0,1,44.23,1A,-0.0541,0,58300,207161.8979,33015.14545,B
17954,43,F,ST,2,0,66.82,2B,0.2985,0,10774,293479.2902,61609.43287,B
